,r1,r2,p1,p2,gesture
109,6.0,-47.0,-6.0,-10.0,0.0
110,6.0,-47.0,-6.0,-11.0,0.0
111,5.0,-47.0,-5.0,-11.0,0.0
112,5.0,-47.0,-5.0,-11.0,0.0
113,5.0,-47.0,-5.0,-11.0,0.0
114,5.0,-47.0,-5.0,-11.0,0.0
115,5.0,-47.0,-5.0,-12.0,0.0
116,5.0,-47.0,-5.0,-12.0,0.0
117,6.0,-47.0,-5.0,-12.0,0.0
118,6.0,-47.0,-5.0,-12.0,0.0
119,6.0,-47.0,-5.0,-12.0,0.0
120,6.0,-47.0,-5.0,-12.0,0.0
121,6.0,-47.0,-5.0,-12.0,0.0
122,6.0,-47.0,-5.0,-12.0,0.0
123,6.0,-47.0,-5.0,-12.0,0.0
124,6.0,-47.0,-5.0,-12.0,0.0
125,6.0,-47.0,-5.0,-12.0,0.0
126,6.0,-47.0,-5.0,-12.0,0.0
127,6.0,-47.0,-5.0,-12.0,0.0
128,6.0,-47.0,-5.0,-12.0,0.0
129,6.0,-47.0,-5.0,-13.0,0.0
130,6.0,-47.0,-5.0,-13.0,0.0
131,6.0,-46.0,-5.0,-13.0,0.0
132,7.0,-46.0,-5.0,-13.0,0.0
133,7.0,-46.0,-5.0,-13.0,0.0
134,7.0,-47.0,-5.0,-12.0,0.0
135,7.0,-47.0,-5.0,-12.0,0.0
136,7.0,-47.0,-5.0,-12.0,0.0
137,7.0,-47.0,-5.0,-12.0,0.0
138,7.0,-47.0,-5.0,-12.0,0.0
139,7.0,-47.0,-5.0,-12.0,0.0
140,7.0,-47.0,-5.0,-12.0,0.0
141,8.0,-42.0,-5.0,-12.0,0.0
142,8.0,-40.0,-5.0,-11.0,0.0
143,8.0,-37.0,-5.0,-11.0,0.0
144,8.0,-36.0,-5.0,-11.0,0.0
145,8.0,-35.0,-5.0,-11.0,0.0
146,8.0,-33.0,-5.0,-10.0,0.0
147,8.0,-32.0,-4.0,-11.0,0.0
148,8.0,-30.0,-4.0,-11.0,0.0
149,8.0,-28.0,-4.0,-11.0,0.0
150,8.0,-30.0,-4.0,-11.0,0.0
151,8.0,-35.0,-4.0,-11.0,0.0
152,8.0,-36.0,-3.0,-11.0,0.0
153,8.0,-36.0,-3.0,-11.0,0.0
154,8.0,-37.0,-3.0,-11.0,0.0
155,8.0,-37.0,-3.0,-11.0,0.0
156,8.0,-37.0,-3.0,-11.0,0.0
157,8.0,-37.0,-3.0,-12.0,0.0
158,8.0,-37.0,-3.0,-12.0,0.0
159,7.0,-37.0,-3.0,-12.0,0.0
160,7.0,-37.0,-3.0,-13.0,0.0
161,7.0,-37.0,-3.0,-12.0,0.0
162,6.0,-37.0,-3.0,-12.0,0.0
163,5.0,-37.0,-3.0,-12.0,0.0
164,5.0,-37.0,-3.0,-12.0,0.0
165,5.0,-37.0,-3.0,-13.0,0.0
166,4.0,-37.0,-3.0,-13.0,0.0
167,4.0,-37.0,-3.0,-13.0,0.0
168,4.0,-37.0,-3.0,-13.0,0.0
169,4.0,-37.0,-3.0,-13.0,0.0
170,4.0,-37.0,-3.0,-13.0,0.0
171,4.0,-37.0,-3.0,-13.0,0.0
172,4.0,-37.0,-3.0,-13.0,0.0
173,4.0,-37.0,-3.0,-13.0,0.0
174,4.0,-37.0,-3.0,-13.0,0.0
175,4.0,-37.0,-3.0,-13.0,0.0
176,4.0,-37.0,-3.0,-13.0,0.0
177,4.0,-37.0,-3.0,-13.0,0.0
178,4.0,-37.0,-3.0,-13.0,0.0
179,4.0,-37.0,-3.0,-13.0,0.0
180,4.0,-36.0,-3.0,-13.0,0.0
181,4.0,-36.0,-3.0,-12.0,0.0
182,4.0,-36.0,-3.0,-12.0,0.0
183,4.0,-36.0,-3.0,-12.0,0.0
184,4.0,-36.0,-3.0,-12.0,0.0
185,4.0,-35.0,-3.0,-12.0,0.0
186,5.0,-36.0,-3.0,-10.0,0.0
187,6.0,-36.0,-3.0,-9.0,0.0
188,6.0,-36.0,-3.0,-9.0,0.0
189,6.0,-35.0,-3.0,-10.0,0.0
190,7.0,-35.0,-3.0,-10.0,0.0
191,6.0,-36.0,-3.0,-10.0,0.0
192,6.0,-36.0,-3.0,-11.0,0.0
193,5.0,-36.0,-3.0,-12.0,0.0
194,6.0,-36.0,-4.0,-12.0,0.0
195,6.0,-36.0,-4.0,-12.0,0.0
196,6.0,-36.0,-4.0,-12.0,0.0
197,6.0,-36.0,-4.0,-13.0,0.0
198,6.0,-35.0,-4.0,-13.0,0.0
199,6.0,-35.0,-4.0,-13.0,0.0
200,5.0,-34.0,-4.0,-13.0,0.0
201,5.0,-33.0,-4.0,-13.0,0.0
202,5.0,-31.0,-4.0,-14.0,0.0
203,4.0,-30.0,-3.0,-14.0,0.0
204,4.0,-29.0,-3.0,-14.0,0.0
205,4.0,-27.0,-3.0,-14.0,0.0
206,4.0,-26.0,-3.0,-14.0,0.0
207,4.0,-25.0,-3.0,-15.0,0.0
208,4.0,-24.0,-3.0,-15.0,0.0
209,3.0,-25.0,-3.0,-15.0,0.0
210,4.0,-34.0,-3.0,-14.0,0.0
211,4.0,-34.0,-3.0,-14.0,0.0
212,5.0,-34.0,-3.0,-14.0,0.0
213,5.0,-34.0,-3.0,-14.0,0.0
214,5.0,-35.0,-3.0,-14.0,0.0
215,5.0,-35.0,-3.0,-14.0,0.0
216,6.0,-35.0,-3.0,-14.0,0.0
217,6.0,-34.0,-3.0,-14.0,0.0
218,6.0,-34.0,-3.0,-14.0,0.0
219,6.0,-33.0,-3.0,-14.0,0.0
220,6.0,-33.0,-3.0,-14.0,0.0
221,5.0,-32.0,-3.0,-14.0,0.0
222,6.0,-32.0,-4.0,-13.0,0.0
223,5.0,-32.0,-4.0,-13.0,0.0
224,4.0,-33.0,-4.0,-14.0,0.0
225,4.0,-33.0,-4.0,-14.0,0.0
226,4.0,-33.0,-4.0,-14.0,0.0
227,4.0,-33.0,-4.0,-15.0,0.0
228,4.0,-33.0,-4.0,-15.0,0.0
229,3.0,-33.0,-4.0,-15.0,0.0
230,3.0,-33.0,-4.0,-15.0,0.0
231,3.0,-33.0,-4.0,-15.0,0.0
232,3.0,-33.0,-4.0,-15.0,0.0
233,3.0,-33.0,-4.0,-16.0,0.0
234,4.0,-33.0,-4.0,-15.0,0.0
235,4.0,-33.0,-4.0,-15.0,0.0
236,4.0,-33.0,-4.0,-15.0,0.0
237,6.0,-33.0,-4.0,-14.0,0.0
238,9.0,-36.0,-6.0,-12.0,0.0
239,12.0,-38.0,-9.0,-7.0,0.0
240,14.0,-37.0,-12.0,-1.0,0.0
241,21.0,-34.0,-13.0,4.0,0.0
242,24.0,-33.0,-15.0,9.0,0.0
243,25.0,-32.0,-16.0,13.0,0.0
244,24.0,-31.0,-17.0,16.0,0.0
245,23.0,-31.0,-19.0,19.0,0.0
246,22.0,-32.0,-18.0,21.0,0.0
247,22.0,-33.0,-17.0,23.0,0.0
248,22.0,-34.0,-16.0,23.0,0.0
249,22.0,-34.0,-11.0,23.0,0.0
250,20.0,-34.0,-3.0,19.0,0.0
251,24.0,-34.0,3.0,15.0,0.0
252,25.0,-32.0,2.0,12.0,0.0
253,29.0,-31.0,8.0,10.0,0.0
254,30.0,-31.0,13.0,10.0,0.0
255,28.0,-33.0,15.0,9.0,0.0
256,28.0,-34.0,18.0,7.0,0.0
257,26.0,-32.0,10.0,5.0,0.0
258,24.0,-34.0,7.0,2.0,0.0
259,21.0,-35.0,3.0,-1.0,0.0
260,18.0,-38.0,-2.0,-3.0,0.0
261,18.0,-42.0,-6.0,-6.0,0.0
262,17.0,-42.0,-7.0,-7.0,0.0
263,18.0,-43.0,-8.0,-8.0,0.0
264,19.0,-41.0,-11.0,-7.0,0.0
265,19.0,-41.0,-11.0,-7.0,0.0
266,20.0,-40.0,-11.0,-8.0,0.0
267,21.0,-38.0,-11.0,-5.0,0.0
268,20.0,-37.0,-12.0,-4.0,0.0
269,20.0,-38.0,-12.0,-5.0,0.0
270,20.0,-39.0,-12.0,-6.0,0.0
271,20.0,-38.0,-11.0,-7.0,0.0
272,21.0,-36.0,-11.0,-4.0,0.0
273,21.0,-36.0,-13.0,-7.0,0.0
274,20.0,-37.0,-12.0,-9.0,0.0
275,20.0,-36.0,-13.0,-10.0,0.0
276,20.0,-36.0,-13.0,-10.0,0.0
277,20.0,-35.0,-13.0,-10.0,0.0
278,21.0,-35.0,-14.0,-10.0,0.0
279,21.0,-35.0,-15.0,-10.0,0.0
280,21.0,-34.0,-15.0,-10.0,0.0
281,21.0,-34.0,-16.0,-9.0,0.0
282,21.0,-34.0,-16.0,-9.0,0.0
283,20.0,-34.0,-16.0,-9.0,0.0
284,20.0,-35.0,-18.0,-9.0,0.0
